                              H,485989,23685,103630,39154,64476,282944,4123,1659,8358,61590,,,,
        Outro    HM,242948,26001,49614,10947,38667,36340,43669,7607,5232,74485,,,,
                 H,99715,11563,25065,4688,20377,17835,1402,3504,2537,37809,,,,
      Norte      HM,3132449,1501883,254182,46644,207538,241482,165158,768566,54335,146843,,,,
                     H,1481407,804289,120019,20210,99809,117923,3473,339551,28694,67458,,,,
          Trabalho      HM,1482564,1423708,31372,0,31372,1033,3369,4827,2422,15833,,,,
                        H,800933,769063,17434,0,17434,455,300,2926,1290,9465,,,,
          Reforma/ Pensão      HM,813281,9931,1920,365,1555,169,12511,753287,29365,6098,,,,
                               H,358083,6636,537,131,406,65,463,332381,15813,2188,,,,
          Subsidio de desemprego      HM,126875,13774,87603,5027,82576,982,690,1658,722,21446,,,,
                                      H,60969,5960,43458,2324,41134,358,36,932,402,9823,,,,
          Subsidio por acidente de trabalho ou doença profissional      HM,8018,2970,432,26,406,21,127,321,3541,606,,,,
                                                                        H,5342,1909,282,14,268,11,11,192,2526,411,,,,
          Rendimento social de inserção      HM,50201,2721,21449,3244,18205,1291,5487,670,3635,14948,,,,
                                             H,18945,925,9072,1117,7955,490,166,278,1829,6185,,,,
"          Outro subsídio temporário (doença, maternidade, etc.)      HM",18751,11439,1474,211,1263,291,537,421,2662,1927,,,,
                                                                     H,6302,3677,300,40,260,127,13,198,1406,581,,,,
          Rendimento da propriedade ou da empresa      HM,13496,5345,781,106,675,138,2530,2079,276,2347,,,,
                                                       H,6627,3268,441,61,380,67,217,1096,145,1393,,,,
          Apoio social      HM,15254,745,2804,697,2107,3410,1966,717,2337,3275,,,,
                            H,5602,262,1147,262,885,1486,48,188,1170,1301,,,,
          A cargo da família      HM,512882,22109,86913,32494,54419,219985,119667,2713,7273,54222,,,,
                                  H,183499,8633,38168,14501,23667,108087,1660,501,3062,23388,,,,
          Outro      HM,91127,9141,19434,4474,14960,14162,18274,1873,2102,26141,,,,
                     H,35105,3956,9180,1760,7420,6777,559,859,1051,12723,,,,
      Centro      HM,2008497,940211,116014,21570,94444,146927,104087,591767,32539,76952,,,,
                     H,947879,497941,55259,9756,45503,72193,2431,266529,17002,36524,,,,
          Trabalho      HM,930727,892450,19256,0,19256,707,2530,4109,1231,10444,,,,
                        H,497184,476689,10254,0,10254,332,235,2563,649,6462,,,,
          Reforma/ Pensão      HM,621714,7593,961,162,799,76,9821,580873,18958,3432,,,,
                               H,278966,5145,275,60,215,31,480,261457,10248,1330,,,,
          Subsidio de desemprego      HM,53592,7843,35512,1945,33567,663,335,552,283,8404,,,,
                                      H,25353,3241,17507,860,16647,248,16,329,160,3852,,,,
          Subsidio por acidente de trabalho ou doença profissional      HM,4087,1437,176,17,159,8,71,186,1903,306,,,,
                                                                        H,2647,882,120,10,110,5,13,119,1317,191,,,,
          Rendimento social de inserção      HM,14413,1213,5573,954,4619,429,1617,355,1065,4161,,,,
                                             H,5613,452,2419,333,2086,175,50,139,564,1814,,,,
"          Outro subsídio temporário (doença, maternidade, etc.)      HM",10077,6090,868,118,750,236,332,258,1200,1093,,,,
                                                                     H,2762,1521,119,9,110,107,5,130,604,276,,,,
          Rendimento da propriedade ou da empresa      HM,8261,3609,376,46,330,80,1488,1142,157,1409,,,,
                                                       H,4170,2204,226,25,201,42,132,634,87,845,,,,
          Apoio social      HM,8211,405,1273,310,963,1801,1005,441,1603,1683,,,,
                            H,3106,165,536,132,404,726,30,98,816,735,,,,
          A cargo da família      HM,303206,13839,42322,15933,26389,134762,75105,2280,4930,29968,,,,
                                  H,107151,5291,19053,7441,11612,66592,1008,328,1962,12917,,,,
          Outro      HM,54209,5732,9697,2085,7612,8165,11783,1571,1209,16052,,,,
                     H,20927,2351,4750,886,3864,3935,462,732,595,8102,,,,
      Lisboa      HM,2383995,1223276,181782,34777,147005,167906,84186,590651,28434,107760,,,,
                     H,1111029,604856,94133,17433,76700,85105,2018,261371,13688,49858,,,,
          Trabalho      HM,1224317,1160464,33032,0,33032,1037,3403,7636,2062,16683,,,,
                        H,610058,576263,18336,0,18336,517,214,4190,900,9638,,,,
          Reforma/ Pensão      HM,614331,12025,1533,295,1238,193,10207,571914,13036,5423,,,,
                               H,270729,7921,482,125,357,84,330,253031,6856,2025,,,,
          Subsidio de desemprego      HM,72309,8390,52330,3669,48661,546,333,921,378,9411,,,,
                                      H,36361,3882,27361,1736,25625,209,36,538,186,4149,,,,
          Subsidio por acidente de trabalho ou doença profissional      HM,3874,1865,265,21,244,18,45,144,1179,358,,,,
                                                                        H,1984,896,157,13,144,12,4,74,641,200,,,,
          Rendimento social de inserção      HM,24373,1587,10754,1644,9110,706,2097,431,1841,6957,,,,
                                             H,9761,613,5048,709,4339,293,68,149,793,2797,,,,
"          Outro subsídio temporário (doença, maternidade, etc.)      HM",13593,8460,1417,207,1210,178,306,347,1379,1506,,,,
                                                                     H,3141,1805,236,32,204,73,4,143,587,293,,,,
          Rendimento da propriedade ou da empresa      HM,11501,3961,583,65,518,110,2083,2407,195,2162,,,,
                                                       H,5077,2320,335,35,300,63,106,1153,80,1020,,,,
          Apoio social      HM,8771,537,1999,505,1494,1777,665,494,1256,2043,,,,
                            H,3501,201,912,214,698,804,19,143,629,793,,,,
          A cargo da família      HM,342883,18078,65663,25201,40462,153137,55808,3344,5808,41045,,,,
                                  H,139983,7354,33480,13044,20436,77721,1012,581,2429,17406,,,,
          Outro      HM,68043,7909,14206,3170,11036,10204,9239,3013,1300,22172,,,,
                     H,30434,3601,7786,1525,6261,5329,225,1369,587,11537,,,,
      Alentejo      HM,654528,298691,43963,7204,36759,42266,22326,209598,9320,28364,,,,
                     H,313961,159956,21640,3282,18358,20629,436,93459,4441,13400,,,,
          Trabalho      HM,298022,282550,8312,0,8312,235,780,1506,518,4121,,,,
                        H,160617,152254,4583,0,4583,94,53,965,247,2421,,,,
          Reforma/ Pensão      HM,217343,2442,342,44,298,21,1962,205818,5563,1195,,,,
                               H,96717,1703,101,15,86,11,80,91608,2782,432,,,,
          Subsidio de desemprego      HM,19157,3061,12672,615,12057,207,124,194,149,2750,,,,
                                      H,9439,1346,6576,280,6296,82,3,118,68,1246,,,,
          Subsidio por acidente de trabalho ou doença profissional      HM,985,423,55,2,53,5,8,46,364,84,,,,
                                                                        H,596,254,32,0,32,2,2,27,237,42,,,,
          Rendimento social de inserção      HM,7665,706,3066,554,2512,167,551,113,377,2685,,,,
                                             H,3135,263,1363,229,1134,54,21,44,174,1216,,,,
"          Outro subsídio temporário (doença, maternidade, etc.)      HM",3242,1879,313,54,259,83,80,111,367,409,,,,
                                                                     H,802,431,31,6,25,38,0,39,171,92,,,,
          Rendimento da propriedade ou da empresa      HM,3148,1680,127,16,111,24,399,413,42,463,,,,
                                                       H,1602,1037,70,5,65,11,20,204,28,232,,,,
          Apoio social      HM,2320,119,505,131,374,433,212,143,282,626,,,,
                            H,901,57,228,58,170,190,8,32,135,251,,,,
          A cargo da família      HM,85577,3700,15197,5078,10119,38692,15724,664,1328,10272,,,,
                                  H,32492,1486,6964,2404,4560,19026,190,125,458,4243,,,,
          Outro      HM,17069,2131,3374,710,2664,2399,2486,590,330,5759,,,,
                     H,7660,1125,1692,285,1407,1121,59,297,141,3225,,,,
      Algarve      HM,384032,186191,34770,4804,29966,25032,15298,96563,5446,20732,,,,
                     H,185681,96248,18294,2431,15863,12512,533,45041,2865,10188,,,,
          Trabalho      HM,190319,177337,7703,0,7703,173,489,804,334,3479,,,,
                        H,99201,92166,4156,0,4156,89,58,481,140,2111,,,,
          Reforma/ Pensão      HM,99807,1263,200,33,167,61,1161,93768,2461,893,,,,
                               H,46504,855,82,15,67,28,50,43789,1348,352,,,,
          Subsidio de desemprego      HM,14103,1617,10547,592,9955,113,48,80,65,1633,,,,
                                      H,6845,663,5369,275,5094,39,5,48,34,687,,,,
          Subsidio por acidente de trabalho ou doença profissional      HM,768,250,35,1,34,3,11,42,364,63,,,,
                                                                        H,467,141,23,0,23,2,2,21,240,38,,,,
          Rendimento social de inserção      HM,3737,248,1553,218,1335,79,435,61,214,1147,,,,
                                             H,1568,100,751,103,648,30,15,23,97,552,,,,
"          Outro subsídio temporário (doença, maternidade, etc.)      HM",2160,1131,240,29,211,41,75,45,301,327,,,,
                                                                     H,511,252,35,3,32,15,0,17,138,54,,,,
          Rendimento da propriedade ou da empresa      HM,2633,961,120,16,104,13,465,473,46,555,,,,
                                                       H,1331,587,76,7,69,4,50,266,25,323,,,,
          Apoio social      HM,1897,78,367,63,304,278,174,111,414,475,,,,
                            H,801,33,180,32,148,114,3,25,233,213,,,,
          A cargo da família      HM,56108,2218,11102,3344,7758,22861,10553,619,956,7799,,,,
                                  H,22864,921,5965,1764,4201,11518,253,124,447,3636,,,,
          Outro      HM,12500,1088,2903,508,2395,1410,1887,560,291,4361,,,,
                     H,5589,530,1657,232,1425,673,97,247,163,2222,,,,
    Região Autónoma dos Açores    HM,202575,102127,12793,3435,9358,17513,15931,37497,4476,12238,,,,
                 H,98930,57464,7194,1604,5590,8337,338,17265,2307,6025,,,,
        Trabalho    HM,101801,97132,1938,0,1938,107,317,311,407,1589,,,,
                    H,57854,55079,1213,0,1213,39,35,199,214,1075,,,,
        Reforma/ Pensão    HM,42677,553,93,23,70,86,1760,36490,2457,1238,,,,
                           H,19184,383,41,9,32,52,38,16828,1305,537,,,,
        Subsidio de desemprego    HM,4127,499,2541,237,2304,193,54,16,24,800,,,,
                                  H,2395,262,1576,144,1432,84,5,11,17,440,,,,
        Subsidio por acidente de trabalho ou doença profissional    HM,379,132,13,1,12,2,4,30,160,38,,,,
                                                                    H,244,84,9,1,8,2,0,19,102,28,,,,
        Rendimento social de inserção    HM,3535,226,1173,263,910,138,807,43,191,957,,,,
                                         H,1201,100,526,67,459,56,12,18,105,384,,,,
"        Outro subsídio temporário (doença, maternidade, etc.)    HM",1643,878,78,12,66,31,76,70,309,201,,,,
                                                                 H,518,249,14,2,12,11,1,26,151,66,,,,
        Rendimento da propriedade ou da empresa    HM,849,435,28,5,23,25,133,83,20,125,,,,
                                                   H,428,273,15,2,13,8,7,44,9,72,,,,
        Apoio social    HM,1314,78,199,54,145,233,222,70,191,321,,,,
                        H,505,43,108,19,89,103,2,19,86,144,,,,
        A cargo da família    HM,40608,1599,5844,2534,3310,15505,11514,225,565,5356,,,,
                              H,14303,721,3195,1223,1972,7435,203,43,249,2457,,,,
        Outro    HM,5642,595,886,306,580,1193,1044,159,152,1613,,,,
                 H,2298,270,497,137,360,547,35,58,69,822,,,,
      Região Autónoma dos Açores      HM,202575,102127,12793,3435,9358,17513,15931,37497,4476,12238,,,,
                     H,98930,57464,7194,1604,5590,8337,338,17265,2307,6025,,,,
          Trabalho      HM,101801,97132,1938,0,1938,107,317,311,407,1589,,,,
                        H,57854,55079,1213,0,1213,39,35,199,214,1075,,,,
          Reforma/ Pensão      HM,42677,553,93,23,70,86,1760,36490,2457,1238,,,,
                               H,19184,383,41,9,32,52,38,16828,1305,537,,,,
          Subsidio de desemprego      HM,4127,499,2541,237,2304,193,54,16,24,800,,,,
                                      H,2395,262,1576,144,1432,84,5,11,17,440,,,,
          Subsidio por acidente de trabalho ou doença profissional      HM,379,132,13,1,12,2,4,30,160,38,,,,
                                                                        H,244,84,9,1,8,2,0,19,102,28,,,,
          Rendimento social de inserção      HM,3535,226,1173,263,910,138,807,43,191,957,,,,
                                             H,1201,100,526,67,459,56,12,18,105,384,,,,
"          Outro subsídio temporário (doença, maternidade, etc.)      HM",1643,878,78,12,66,31,76,70,309,201,,,,
                                                                     H,518,249,14,2,12,11,1,26,151,66,,,,
          Rendimento da propriedade ou da empresa      HM,849,435,28,5,23,25,133,83,20,125,,,,
                                                       H,428,273,15,2,13,8,7,44,9,72,,,,
          Apoio social      HM,1314,78,199,54,145,233,222,70,191,321,,,,
                            H,505,43,108,19,89,103,2,19,86,144,,,,
          A cargo da família      HM,40608,1599,5844,2534,3310,15505,11514,225,565,5356,,,,
                                  H,14303,721,3195,1223,1972,7435,203,43,249,2457,,,,
          Outro      HM,5642,595,886,306,580,1193,1044,159,152,1613,,,,
                     H,2298,270,497,137,360,547,35,58,69,822,,,,
    Região Autónoma da Madeira    HM,223773,108808,18676,3876,14800,19370,12740,44452,6706,13021,,,,
                 H,103714,55220,11061,1880,9181,9484,403,16894,3426,7226,,,,
        Trabalho    HM,108106,103828,2179,0,2179,70,189,307,201,1332,,,,
                    H,55396,52870,1322,0,1322,30,31,185,106,852,,,,
        Reforma/ Pensão    HM,50185,610,122,28,94,11,1504,43475,3748,715,,,,
                           H,18994,360,45,6,39,2,44,16421,1860,262,,,,
        Subsidio de desemprego    HM,8984,914,6159,444,5715,35,56,42,67,1711,,,,
                                  H,5467,496,3916,260,3656,12,3,25,46,969,,,,
        Subsidio por acidente de trabalho ou doença profissional    HM,875,192,20,2,18,1,12,33,544,73,,,,
                                                                    H,534,120,16,2,14,0,1,20,325,52,,,,
        Rendimento social de inserção    HM,1987,102,745,130,615,48,374,42,187,489,,,,
                                         H,707,36,345,42,303,17,8,14,82,205,,,,
"        Outro subsídio temporário (doença, maternidade, etc.)    HM",1741,823,82,18,64,18,81,37,497,203,,,,
                                                                 H,590,248,19,3,16,4,1,21,231,66,,,,
        Rendimento da propriedade ou da empresa    HM,845,350,41,8,33,7,143,91,23,190,,,,
                                                   H,492,250,27,3,24,2,13,59,18,123,,,,
        Apoio social    HM,1855,58,258,73,185,472,241,54,416,356,,,,
                        H,774,24,110,20,90,226,10,22,232,150,,,,
        A cargo da família    HM,41572,1350,7438,2760,4678,17797,8801,196,726,5264,,,,
                              H,17071,544,4208,1333,2875,8736,214,50,374,2945,,,,
        Outro    HM,7623,581,1632,413,1219,911,1339,175,297,2688,,,,
                 H,3689,272,1053,211,842,455,78,77,152,1602,,,,
      Região Autónoma da Madeira      HM,223773,108808,18676,3876,14800,19370,12740,44452,6706,13021,,,,
                     H,103714,55220,11061,1880,9181,9484,403,16894,3426,7226,,,,
          Trabalho      HM,108106,103828,2179,0,2179,70,189,307,201,1332,,,,
                        H,55396,52870,1322,0,1322,30,31,185,106,852,,,,
          Reforma/ Pensão      HM,50185,610,122,28,94,11,1504,43475,3748,715,,,,
                               H,18994,360,45,6,39,2,44,16421,1860,262,,,,
          Subsidio de desemprego      HM,8984,914,6159,444,5715,35,56,42,67,1711,,,,
                                      H,5467,496,3916,260,3656,12,3,25,46,969,,,,
          Subsidio por acidente de trabalho ou doença profissional      HM,875,192,20,2,18,1,12,33,544,73,,,,
                                                                        H,534,120,16,2,14,0,1,20,325,52,,,,
          Rendimento social de inserção      HM,1987,102,745,130,615,48,374,42,187,489,,,,
                                             H,707,36,345,42,303,17,8,14,82,205,,,,
"          Outro subsídio temporário (doença, maternidade, etc.)      HM",1741,823,82,18,64,18,81,37,497,203,,,,
                                                                     H,590,248,19,3,16,4,1,21,231,66,,,,
          Rendimento da propriedade ou da empresa      HM,845,350,41,8,33,7,143,91,23,190,,,,
                                                       H,492,250,27,3,24,2,13,59,18,123,,,,
          Apoio social      HM,1855,58,258,73,185,472,241,54,416,356,,,,
                            H,774,24,110,20,90,226,10,22,232,150,,,,
          A cargo da família      HM,41572,1350,7438,2760,4678,17797,8801,196,726,5264,,,,
                                  H,17071,544,4208,1333,2875,8736,214,50,374,2945,,,,
          Outro      HM,7623,581,1632,413,1219,911,1339,175,297,2688,,,,
                     H,3689,272,1053,211,842,455,78,77,152,1602,,,,
